id	onSequence	start	end	strand	name	annotation	species	source	method	score
23667	15603	9	597	1	KYP64004.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	3.0e-109
23668	15603	9	594	1	KYP41260.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	1.5e-105
23669	15604	1	194	1	AGM34084.1	cysteine-rich RLK	Lactuca sativa	nr	diaBlastP	2.0e-82
23670	15604	1	194	1	XP_017251264.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like, partial	Daucus carota subsp. sativus	nr	diaBlastP	1.7e-54
23671	15604	1	194	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.5e-53
23672	15604	1	194	1	XP_022041544.1	uncharacterized protein LOC110944137, partial	Helianthus annuus	nr	diaBlastP	2.5e-53
23673	15604	1	194	1	KYP56106.1	Copia protein	Cajanus cajan	nr	diaBlastP	4.7e-52
23674	15608	738	1577	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.1e-285
23675	15608	738	1577	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.6e-285
23676	15608	738	1577	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.6e-285
23677	15608	736	1573	1	OTG12547.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.2e-198
23678	15608	736	1573	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.7e-198
23679	15610	133	236	1	XP_021992086.1	uncharacterized protein LOC110888897	Helianthus annuus	nr	diaBlastP	2.7e-25
23680	15610	132	236	1	XP_021991854.1	uncharacterized protein LOC110888646	Helianthus annuus	nr	diaBlastP	1.8e-24
23681	15610	133	236	1	XP_021971514.1	uncharacterized protein LOC110866677	Helianthus annuus	nr	diaBlastP	3.1e-21
23682	15609	52	765	1	XP_021994198.1	uncharacterized protein LOC110890853	Helianthus annuus	nr	diaBlastP	1.1e-194
23683	15609	52	786	1	OTG00294.1	putative RNA-directed DNA polymerase, eukaryota, Reverse transcriptase zinc-binding domain protein	Helianthus annuus	nr	diaBlastP	4.3e-194
23684	15609	52	785	1	XP_021986325.1	uncharacterized protein LOC110882668	Helianthus annuus	nr	diaBlastP	9.0e-192
23685	15609	52	784	1	XP_022041733.1	uncharacterized protein LOC110944352	Helianthus annuus	nr	diaBlastP	4.5e-191
23686	15609	52	785	1	XP_022040602.1	uncharacterized protein LOC110943154	Helianthus annuus	nr	diaBlastP	4.5e-191
23687	15614	140	617	1	XP_002272297.1	PREDICTED: nephrocystin-3 isoform X1	Vitis vinifera	nr	diaBlastP	5.9e-82
23688	15614	140	617	1	XP_010662876.1	PREDICTED: nephrocystin-3 isoform X2	Vitis vinifera	nr	diaBlastP	5.9e-82
23689	15614	165	617	1	OTF95672.1	putative tetratricopeptide repeat (TPR)-like superfamily protein	Helianthus annuus	nr	diaBlastP	5.2e-78
23690	15614	165	617	1	XP_022012480.1	nephrocystin-3	Helianthus annuus	nr	diaBlastP	5.2e-78
23691	15614	161	617	1	XP_012852155.1	PREDICTED: nephrocystin-3	Erythranthe guttata	nr	diaBlastP	1.2e-77
23692	15613	1	476	1	KVI12150.1	hypothetical protein Ccrd_009425	Cynara cardunculus var. scolymus	nr	diaBlastP	2.0e-234
23693	15613	1	480	1	XP_022039830.1	7-deoxyloganetin glucosyltransferase-like	Helianthus annuus	nr	diaBlastP	2.0e-223
23694	15613	1	480	1	XP_022039681.1	7-deoxyloganetin glucosyltransferase-like	Helianthus annuus	nr	diaBlastP	1.2e-212
23695	15613	1	480	1	XP_022039677.1	7-deoxyloganetin glucosyltransferase-like	Helianthus annuus	nr	diaBlastP	3.7e-209
23696	15613	1	480	1	XP_022039679.1	7-deoxyloganetin glucosyltransferase-like isoform X1	Helianthus annuus	nr	diaBlastP	1.8e-203
23697	15612	1	136	1	XP_021980431.1	histone H3.2-like	Helianthus annuus	nr	diaBlastP	2.7e-64
23698	15612	1	136	1	OTG18495.1	putative histone H3/CENP-A	Helianthus annuus	nr	diaBlastP	2.7e-64
23699	15612	1	136	1	XP_004252600.1	PREDICTED: histone H3.2-like	Solanum lycopersicum	nr	diaBlastP	6.1e-64
23700	15612	1	136	1	KMZ60580.1	histone H3	Zostera marina	nr	diaBlastP	6.1e-64
23701	15612	1	136	1	XP_022001417.1	histone H3-like centromeric protein CNA1	Helianthus annuus	nr	diaBlastP	6.1e-64
23702	15618	261	625	1	ABD32582.1	Integrase, catalytic region; Zinc finger, CCHC-type; Peptidase aspartic, catalytic	Medicago truncatula	nr	diaBlastP	3.1e-78
23703	15618	94	625	1	KYP35691.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	2.6e-77
23704	15618	94	625	1	KYP37030.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	2.6e-77
23705	15618	259	625	1	CAN64335.1	hypothetical protein VITISV_001808	Vitis vinifera	nr	diaBlastP	1.1e-75
23706	15618	267	625	1	AEL30380.1	hypothetical protein 205D04_20	Arachis hypogaea	nr	diaBlastP	1.9e-75
23707	15615	462	827	1	XP_021719484.1	uncharacterized protein LOC110687178	Chenopodium quinoa	nr	diaBlastP	2.3e-78
23708	15615	469	814	1	ABF67921.1	Ji1 putative pol protein	Zea mays	nr	diaBlastP	2.9e-78
23709	15615	470	814	1	ABH08430.1	putative integrase	Beta vulgaris	nr	diaBlastP	3.8e-78
23710	15615	470	814	1	ABM55238.1	integrase	Beta vulgaris	nr	diaBlastP	3.8e-78
23711	15615	469	814	1	AAD20307.1	copia-type pol polyprotein	Zea mays	nr	diaBlastP	5.0e-78
23712	15620	1	197	1	XP_019423016.1	PREDICTED: uncharacterized protein LOC109332488	Lupinus angustifolius	nr	diaBlastP	3.2e-74
23713	15620	1	197	1	KHN23712.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Glycine soja	nr	diaBlastP	2.3e-72
23714	15620	1	161	1	XP_014632466.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like	Glycine max	nr	diaBlastP	2.5e-58
23715	15620	1	197	1	XP_015170842.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like	Solanum tuberosum	nr	diaBlastP	9.4e-58
23716	15620	1	188	1	XP_015068861.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like	Solanum pennellii	nr	diaBlastP	2.1e-57
23717	15619	1	365	1	OTG02564.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	6.2e-119
23718	15619	1	365	1	XP_022040665.1	uncharacterized protein LOC110943222	Helianthus annuus	nr	diaBlastP	1.1e-115
23719	15619	22	365	1	XP_022003567.1	uncharacterized protein LOC110901021	Helianthus annuus	nr	diaBlastP	7.1e-107
23720	15619	1	364	1	OTG11636.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	8.7e-105
23721	15619	1	362	1	OTF87994.1	putative reverse transcriptase domain, Ribonuclease H-like domain, Aspartic peptidase domain protein	Helianthus annuus	nr	diaBlastP	6.2e-103
23722	15621	14	327	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	8.0e-59
23723	15621	14	327	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	3.0e-58
23724	15621	14	245	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	3.0e-45
23725	15621	14	245	1	XP_022022335.1	uncharacterized protein LOC110922327	Helianthus annuus	nr	diaBlastP	3.0e-45
23726	15621	14	233	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	3.9e-45
23727	15622	1	763	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	3.2e-93
23728	15623	295	1391	1	OTG02564.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23729	15623	300	1396	1	OTG32998.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23730	15623	300	1396	1	OTG22671.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23731	15623	300	1396	1	OTG32033.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23732	15623	300	1396	1	OTG35153.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23733	15630	5	748	1	KVH92316.1	GYF-like protein	Cynara cardunculus var. scolymus	nr	diaBlastP	1.9e-223
23734	15630	6	744	1	XP_021982896.1	zinc finger CCCH domain-containing protein 44-like isoform X3	Helianthus annuus	nr	diaBlastP	5.3e-210
23735	15630	6	744	1	XP_021982895.1	zinc finger CCCH domain-containing protein 44-like isoform X2	Helianthus annuus	nr	diaBlastP	3.3e-204
23736	15630	6	744	1	XP_021982894.1	zinc finger CCCH domain-containing protein 44-like isoform X1	Helianthus annuus	nr	diaBlastP	5.3e-202
23737	15630	6	744	1	OTG15484.1	putative zinc finger, CCCH-type	Helianthus annuus	nr	diaBlastP	2.9e-200
23738	15629	1	99	1	XP_022014250.1	uncharacterized protein LOC110913734	Helianthus annuus	nr	diaBlastP	8.8e-35
23739	15629	1	90	1	GAU46577.1	hypothetical protein TSUD_402660	Trifolium subterraneum	nr	diaBlastP	1.1e-34
23740	15629	1	90	1	GAU48274.1	hypothetical protein TSUD_405200	Trifolium subterraneum	nr	diaBlastP	1.5e-34
23741	15629	1	90	1	XP_022041043.1	uncharacterized protein LOC110943612	Helianthus annuus	nr	diaBlastP	1.5e-34
23742	15629	1	90	1	OTG16266.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.0e-34
23743	15626	477	1274	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.8e-257
23744	15626	477	1274	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	7.5e-257
23745	15626	477	1274	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.9e-256
23746	15626	466	954	1	XP_022026692.1	uncharacterized protein LOC110927330	Helianthus annuus	nr	diaBlastP	1.2e-134
23747	15626	475	1260	1	AAK00427.2	Putative copia-type pol polyprotein	Oryza sativa Japonica Group	nr	diaBlastP	9.6e-119
23748	15632	4	483	1	OTG01970.1	putative ribonuclease H-like domain, Reverse transcriptase, RNA-dependent DNA polymerase	Helianthus annuus	nr	diaBlastP	3.4e-149
23749	15632	9	483	1	OTG27746.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.5e-147
23750	15632	7	483	1	OTG00461.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.3e-144
23751	15632	13	492	1	OTG19953.1	putative reverse transcriptase, RNA-dependent DNA polymerase	Helianthus annuus	nr	diaBlastP	7.2e-139
23752	15632	5	494	1	CAE03782.2	OSJNBa0063G07.6	Oryza sativa Japonica Group	nr	diaBlastP	1.3e-132
23753	15631	1	494	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.3e-175
23754	15631	1	494	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	8.3e-175
23755	15631	1	494	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.4e-174
23756	15631	1	438	1	XP_022026692.1	uncharacterized protein LOC110927330	Helianthus annuus	nr	diaBlastP	3.5e-157
23757	15631	1	438	1	OTG24127.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.2e-104
23758	15634	1	651	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	9.3e-195
23759	15634	1	651	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.1e-194
23760	15634	1	651	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.1e-194
23761	15634	1	652	1	OTF85719.1	putative ribonuclease H-like domain, Reverse transcriptase, RNA-dependent DNA polymerase	Helianthus annuus	nr	diaBlastP	1.7e-132
23762	15634	1	645	1	OTG24127.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.5e-123
23763	15635	1	104	1	XP_022031537.1	uncharacterized protein LOC110932517	Helianthus annuus	nr	diaBlastP	1.1e-33
23764	15635	1	104	1	XP_021991827.1	uncharacterized protein LOC110888616	Helianthus annuus	nr	diaBlastP	3.2e-33
23765	15635	1	104	1	XP_022040365.1	uncharacterized protein LOC110942910	Helianthus annuus	nr	diaBlastP	3.6e-32
23766	15635	1	104	1	XP_022020296.1	uncharacterized protein LOC110920391	Helianthus annuus	nr	diaBlastP	4.0e-31
23767	15635	13	104	1	CAX68207.1	Copia-like retrotransposon	Helianthus annuus	nr	diaBlastP	7.7e-27
23768	15638	536	1578	1	AAR02572.1	resistance protein candidate RGC2	Lactuca sativa	nr	diaBlastP	0.0e+00
23769	15638	536	1583	1	AAC02203.1	resistance protein candidate	Lactuca sativa	nr	diaBlastP	0.0e+00
23770	15638	536	1575	1	AAD03673.1	resistance protein candidate RGC20, partial	Lactuca sativa	nr	diaBlastP	0.0e+00
23771	15638	536	1575	1	AAQ72578.1	resistance protein RGC2, partial	Lactuca sativa	nr	diaBlastP	0.0e+00
23772	15638	538	1578	1	AAD03157.1	resistance protein candidate RGC2S	Lactuca sativa	nr	diaBlastP	0.0e+00
23773	15637	48	255	1	AAD03156.1	resistance protein candidate RGC2B	Lactuca sativa	nr	diaBlastP	6.8e-67
23774	15637	49	250	1	AAQ72577.1	resistance protein RGC2, partial	Lactuca sativa	nr	diaBlastP	4.4e-66
23775	15637	52	255	1	AAQ72573.1	resistance protein RGC2, partial	Lactuca sativa	nr	diaBlastP	3.7e-65
23776	15637	48	255	1	AAD03671.1	resistance protein candidate RGC2J	Lactuca sativa	nr	diaBlastP	1.4e-64
23777	15637	48	255	1	AAD04191.1	resistance protein candidate RGC2C, partial	Lactuca sativa	nr	diaBlastP	1.6e-63
23778	15640	291	650	1	XP_021995509.1	F-box protein At1g30790-like	Helianthus annuus	nr	diaBlastP	4.6e-61
23779	15640	291	650	1	XP_022042367.1	F-box/kelch-repeat protein At3g23880-like	Helianthus annuus	nr	diaBlastP	2.3e-60
23780	15640	291	646	1	XP_021981090.1	putative F-box protein At1g32420	Helianthus annuus	nr	diaBlastP	3.3e-59
23781	15640	291	650	1	OTG23609.1	putative F-box domain-containing protein	Helianthus annuus	nr	diaBlastP	5.7e-59
23782	15640	291	650	1	XP_022042392.1	F-box/kelch-repeat protein At3g23880-like	Helianthus annuus	nr	diaBlastP	5.7e-59
23783	15641	1	1315	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.7e-302
23784	15641	429	1315	1	OTG12547.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.5e-298
23785	15641	429	1315	1	OTF87381.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.4e-298
23786	15641	429	1315	1	OTG00134.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.6e-295
23787	15641	429	1315	1	OTG12858.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.6e-290
23788	15643	329	408	1	XP_012837983.1	PREDICTED: glucomannan 4-beta-mannosyltransferase 2-like	Erythranthe guttata	nr	diaBlastP	1.4e-26
23789	15643	329	408	1	XP_006424348.1	hypothetical protein CICLE_v10028164mg	Citrus clementina	nr	diaBlastP	1.8e-26
23790	15643	329	408	1	KDO45609.1	hypothetical protein CISIN_1g040333mg	Citrus sinensis	nr	diaBlastP	1.8e-26
23791	15643	345	408	1	KVI09297.1	hypothetical protein Ccrd_012324	Cynara cardunculus var. scolymus	nr	diaBlastP	3.0e-26
23792	15643	345	408	1	XP_022005732.1	glucomannan 4-beta-mannosyltransferase 2-like	Helianthus annuus	nr	diaBlastP	3.0e-26
23793	15642	1	230	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	8.6e-95
23794	15642	1	230	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	8.6e-95
23795	15642	1	230	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	8.6e-95
23796	15642	1	230	1	XP_022023890.1	uncharacterized protein LOC110924162	Helianthus annuus	nr	diaBlastP	4.7e-93
23797	15642	1	230	1	XP_021991013.1	uncharacterized protein LOC110887749	Helianthus annuus	nr	diaBlastP	3.1e-92
23798	15645	1	762	1	OTG24365.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23799	15645	2	841	1	XP_020424435.1	uncharacterized protein LOC109950300	Prunus persica	nr	diaBlastP	0.0e+00
23800	15645	2	843	1	XP_020409499.1	uncharacterized protein LOC109946372	Prunus persica	nr	diaBlastP	0.0e+00
23801	15645	2	831	1	XP_021732175.1	uncharacterized protein LOC110699000	Chenopodium quinoa	nr	diaBlastP	0.0e+00
23802	15645	2	831	1	XP_021743098.1	uncharacterized protein LOC110709194	Chenopodium quinoa	nr	diaBlastP	0.0e+00
23803	15644	628	921	1	XP_021990991.1	uncharacterized protein LOC110887724	Helianthus annuus	nr	diaBlastP	3.5e-54
23804	15644	654	921	1	XP_022032921.1	uncharacterized protein LOC110934032	Helianthus annuus	nr	diaBlastP	3.0e-53
23805	15644	628	921	1	XP_022033039.1	uncharacterized protein LOC110934159	Helianthus annuus	nr	diaBlastP	3.0e-53
23806	15644	654	921	1	XP_021995299.1	uncharacterized protein LOC110892447	Helianthus annuus	nr	diaBlastP	3.0e-53
23807	15644	654	921	1	XP_022003306.1	uncharacterized protein LOC110900748	Helianthus annuus	nr	diaBlastP	3.0e-53
23808	15646	1	199	1	XP_017233141.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like, partial	Daucus carota subsp. sativus	nr	diaBlastP	3.9e-59
23809	15646	1	199	1	XP_017234846.1	PREDICTED: uncharacterized mitochondrial protein AtMg00810-like, partial	Daucus carota subsp. sativus	nr	diaBlastP	8.6e-59
23810	15646	1	199	1	EXX76353.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	1.9e-58
23811	15646	1	199	1	XP_022041544.1	uncharacterized protein LOC110944137, partial	Helianthus annuus	nr	diaBlastP	5.6e-58
23812	15646	1	199	1	XP_022003911.1	uncharacterized protein LOC110901388, partial	Helianthus annuus	nr	diaBlastP	1.8e-56
23813	15647	128	544	1	AAP94599.1	putative copia-type pol polyprotein	Zea mays	nr	diaBlastP	4.9e-128
23814	15647	128	544	1	ABF67921.1	Ji1 putative pol protein	Zea mays	nr	diaBlastP	1.1e-127
23815	15647	128	544	1	AAD20307.1	copia-type pol polyprotein	Zea mays	nr	diaBlastP	3.2e-127
23816	15647	128	544	1	AQA29596.1	reverse transcriptase, partial	Zea mays	nr	diaBlastP	5.4e-127
23817	15647	128	544	1	AAN40025.1	putative gag-pol polyprotein	Zea mays	nr	diaBlastP	7.1e-127
23818	15651	11	208	1	XP_022035835.1	uncharacterized protein LOC110937694 isoform X1	Helianthus annuus	nr	diaBlastP	4.4e-37
23819	15651	10	208	1	XP_022015111.1	uncharacterized protein LOC110914632	Helianthus annuus	nr	diaBlastP	4.6e-34
23820	15651	10	208	1	XP_021972245.1	uncharacterized protein LOC110867577	Helianthus annuus	nr	diaBlastP	6.0e-34
23821	15652	116	1365	1	APU93382.1	putative gag-pol polyprotein	Marshallia obovata	nr	diaBlastP	0.0e+00
23822	15652	309	1365	1	OTG02564.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23823	15652	144	1365	1	OTG32663.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23824	15652	365	1365	1	OTG32998.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23825	15652	368	1365	1	OTG32033.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
23826	15653	91	559	1	XP_021994047.1	uncharacterized protein LOC110890728	Helianthus annuus	nr	diaBlastP	1.8e-155
23827	15653	91	559	1	OTG16266.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.0e-154
23828	15653	91	559	1	XP_021995605.1	uncharacterized protein LOC110892763	Helianthus annuus	nr	diaBlastP	1.7e-153
23829	15653	91	559	1	XP_021994444.1	uncharacterized protein LOC110891080	Helianthus annuus	nr	diaBlastP	2.2e-153
